#obj	RA	DEC		u	g	r	i	redshf	zErr	err_u	err_g	err_r	err_i	
216.0	332.403	-0.155324	
217.0	333.345	-0.126867	
218.0	340.123	-0.0624254	
219.0	354.194	-0.192987	
220.0	344.928	-0.0135607	
221.0	3.16692	-0.0362071	
222.0	346.637	-0.116738	
223.0	5.30677	-0.0733405	
224.0	20.0857	-0.0811047	
225.0	20.594	-0.187533	
226.0	20.8155	-0.0684808	
227.0	7.2818	-0.146203	
228.0	16.1424	-0.106635	
229.0	16.7567	-0.00444128	
230.0	17.0098	-0.0921827	
231.0	24.7019	-0.0488244	
232.0	24.7771	-0.184077	
233.0	19.6521	-0.00292786	
234.0	26.7797	-0.0682268	
235.0	50.7408	-0.191513	
236.0	28.3205	-0.0522628	
237.0	38.8104	-0.192142	
238.0	327.522	0.364768	
239.0	316.532	0.323137	
240.0	328.476	0.391425	
241.0	317.498	0.41515	
242.0	330.366	0.260363	
243.0	330.589	0.23391	
244.0	333.173	0.34302	
245.0	333.922	0.310118	
#246.0	322.547	0.276619	
247.0	334.601	0.366377	
248.0	343.886	0.272503	
249.0	335.463	0.284565	
250.0	3.825	0.249064	
251.0	1.45947	0.270875	
252.0	18.7046	0.323178	
253.0	18.7338	0.39153	
254.0	19.1812	0.287374	
255.0	27.1147	0.393968	
256.0	20.2905	0.270787	
257.0	20.2974	0.248016	
258.0	13.119	0.375793	
259.0	31.0227	0.236852	
260.0	39.5517	0.408977	
261.0	48.4078	0.34501	
262.0	324.628	0.683896	
263.0	336.96	0.710047	
264.0	327.03	0.760674	
265.0	319.169	0.646694	
266.0	319.312	0.698127	
267.0	350.931	0.727217	
268.0	1.52525	0.829181	
269.0	343.302	0.67947	
270.0	343.718	0.775402	
271.0	344.105	0.662581	
272.0	3.27228	0.810008	
273.0	355.791	0.772705	
274.0	347.904	0.693681	
275.0	14.0183	0.722427	
276.0	356.824	0.655786	
277.0	17.0813	0.720198	
278.0	21.5649	0.73816	
279.0	58.3225	0.690836	
280.0	340.413	1.20852	
281.0	340.661	1.14545	
282.0	341.013	1.20046	
283.0	342.966	1.13475	
284.0	356.034	1.07625	
285.0	345.203	1.10001	
286.0	323.435	1.10896	
287.0	357.213	1.12318	
288.0	6.92457	1.23237	
289.0	335.522	1.23612	
290.0	19.6047	1.08121	
291.0	19.958	1.09328	
292.0	353.773	1.20703	
293.0	353.836	1.09606	
294.0	353.818	1.05921	
295.0	5.81886	1.17648	
#296.0	22.4952	1.14767	
297.0	15.8781	1.22688	
298.0	27.9206	1.23532	
301.0	311.797	-1.25804	
302.0	7.05303	-1.08151	
303.0	7.30983	-1.11401	
304.0	14.244	-1.25688	
305.0	16.6857	-1.17012	
306.0	53.1714	-1.1836	
307.0	350.649	-1.09528	
308.0	353.114	-1.08208	
309.0	357.401	-1.2075	
310.0	2.46856	-1.14994	
311.0	3.38248	-1.1471	
312.0	37.0131	-1.13034	
313.0	43.7633	-1.18946	
314.0	45.1001	-1.13398	
315.0	46.8034	-1.06573	
#316.0	322.915	-1.08013	
317.0	327.521	-1.24838	
#318.0	336.857	-1.13308	
319.0	36.1599	-1.13404	
320.0	38.619	-1.10118	
321.0	39.467	-1.14186	
#322.0	39.7668	-1.10924	
323.0	339.097	-0.790627	
324.0	339.993	-0.813571	
325.0	340.001	-0.829188	
326.0	344.718	-0.715448	
327.0	353.624	-0.68961	
#328.0	353.688	-0.672999	
329.0	354.572	-0.807568	
330.0	333.738	-1.24254	
331.0	15.2946	-1.16644	
332.0	17.2831	-1.24439	
333.0	21.0301	-1.0495	
334.0	22.5581	-1.24593	
#335.0	25.658	-1.22997	
336.0	26.1215	-1.17977	
#337.0	325.517	-0.714998	
338.0	16.4326	-0.807565	
#339.0	16.7356	-0.756157	
340.0	20.4467	-0.778879	
341.0	314.575	-0.338779	
#342.0	315.225	-0.290718	
343.0	317.04	-0.250811	
344.0	313.416	-0.630013	
345.0	2.26125	-0.794092	
346.0	5.56651	-0.756853	
347.0	5.92956	-0.815129	
#348.0	7.67878	-0.802209	
349.0	7.696	-0.820449	
350.0	8.46504	-0.742285	
351.0	9.78773	-0.697354	
352.0	24.3094	-0.63334	
#353.0	26.4055	-0.837762	
354.0	26.6868	-0.678638	
355.0	27.008	-0.81927	
356.0	27.8039	-0.733186	
357.0	30.2768	-0.651498	
358.0	322.371	-0.219605	
359.0	325.315	-0.263248	
360.0	330.318	-0.398342	
361.0	12.9665	-0.290466	
362.0	14.5603	-0.296831	
363.0	14.7915	-0.348668	
364.0	14.8232	-0.211025	
365.0	18.036	-0.410204	
366.0	18.02	-0.374524	
#367.0	19.2203	-0.397456	
368.0	19.4498	-0.411025	
369.0	19.6861	-0.25037	
370.0	20.4326	-0.379453	
371.0	24.3774	-0.326119	
372.0	317.259	0.148607	
373.0	330.507	0.129831	
374.0	3.03596	-0.244407	
375.0	3.96287	-0.313966	
376.0	4.12678	-0.267345	
377.0	5.95543	-0.301166	
378.0	10.939	-0.226454	
379.0	46.341	-0.38234	
380.0	46.9164	-0.304219	
381.0	51.2673	-0.390242	
382.0	352.406	0.129491	
383.0	355.044	0.173582	
384.0	6.57354	0.0989477	
385.0	9.00082	0.0038478	
386.0	10.0353	0.169778	
387.0	13.0176	0.0932282	
#388.0	14.1926	0.186672	
389.0	14.5884	0.0536578	
390.0	14.8331	0.0025671	
391.0	16.5289	0.137065	
#392.0	17.5902	0.037977	
393.0	18.6815	0.0897157	
394.0	18.8562	0.0716593	
395.0	18.9967	0.0383763	
396.0	57.0253	0.20884	
397.0	315.993	0.456092	
398.0	320.706	0.501481	
399.0	6.56154	0.546349	
400.0	335.932	-0.728664	
401.0	336.744	-0.736534	
402.0	346.934	-0.738526	
403.0	355.358	-0.662186	
404.0	37.3621	-0.702311	
405.0	42.6396	-0.670083	
406.0	43.9436	-0.838717	
407.0	49.4768	-0.686613	
408.0	52.421	-0.778475	
409.0	337.611	-0.340769	
410.0	340.74	-0.268881	
411.0	344.776	-0.296264	
412.0	29.5121	-0.334219	
413.0	30.7516	-0.251539	
414.0	32.3627	-0.252715	
415.0	322.034	0.152492	
416.0	346.293	0.0769638	
#417.0	23.4329	0.1868	
418.0	25.2048	0.0906147	
419.0	33.0645	0.118377	
420.0	325.486	0.613875	
421.0	327.519	0.442543	
422.0	329.99	0.447745	
423.0	331.352	0.475745	
#424.0	332.028	0.620133	
425.0	333.571	0.469219	
426.0	46.9367	-0.813236	
427.0	47.1943	-0.733108	
428.0	52.004	-0.68258	
429.0	56.7694	-0.770969	
430.0	350.341	-0.366405	
#431.0	350.897	-0.342516	
432.0	354.615	-0.356056	
433.0	354.617	-0.323534	
434.0	355.429	-0.280998	
435.0	357.602	-0.306294	
#436.0	359.641	-0.386261	
437.0	34.9437	-0.336886	
438.0	37.9683	-0.279842	
439.0	41.5311	-0.329616	
440.0	41.6294	-0.366208	
441.0	44.1696	-0.245642	
442.0	321.326	0.184752	
443.0	336.335	0.0121788	
444.0	341.441	0.0695614	
#445.0	343.401	0.0631997	
#446.0	24.876	0.0116249	
447.0	31.2599	0.16124	
448.0	38.2958	0.0674118	
449.0	342.504	0.509838	
450.0	350.905	0.423255	
451.0	354.174	0.459522	
452.0	356.009	0.516629	
453.0	16.9573	0.611646	
454.0	19.2003	0.540929	
455.0	25.386	0.465797	
456.0	25.5882	0.440512	
457.0	342.275	0.082648	
458.0	52.9814	0.0969689	
459.0	55.715	0.138805	
460.0	357.332	0.419975	
461.0	359.617	0.489131	
462.0	0.679533	0.572025	
#463.0	1.48232	0.549263	
464.0	1.40726	0.549489	
465.0	1.61899	0.484825	
466.0	1.81725	0.59784	
467.0	1.83771	0.481984	
468.0	45.887	0.502538	
469.0	45.9909	0.433932	
470.0	47.3573	0.447651	
471.0	315.799	0.975345	
472.0	330.539	1.04447	
473.0	333.446	0.856912	
474.0	336.962	0.860889	
#475.0	338.816	0.892267	
476.0	338.99	0.913657	
477.0	14.0866	0.906204	
478.0	9.67944	0.581066	
#479.0	10.5082	0.521276	
480.0	52.8203	0.547926	
481.0	314.241	0.898196	
482.0	2.15615	0.934048	
#483.0	6.78509	0.933344	
484.0	8.06541	0.906187	
485.0	8.49931	0.952601	
486.0	9.89515	0.859964	
487.0	10.5661	0.845491	
#488.0	10.8989	0.87952	
489.0	11.8167	1.00813	
490.0	313.238	-0.9892	
491.0	30.4938	0.555052	
492.0	34.7824	0.61301	
493.0	36.908	0.506363	
494.0	349.147	1.0128	
495.0	353.301	0.948961	
496.0	355.266	1.02407	
497.0	41.4542	0.908385	
#498.0	45.8521	0.954036	
499.0	49.2968	1.04739	
500.0	49.7822	0.955975	
501.0	338.102	-0.854818	
502.0	338.222	-0.906636	
503.0	339.941	-0.933191	
504.0	353.541	-1.02838	
505.0	18.7133	0.550908	
506.0	21.0628	0.597714	
507.0	23.0726	0.473998	
508.0	26.1812	0.451005	
509.0	324.727	0.937382	
510.0	333.227	0.914177	
511.0	334.894	0.984474	
512.0	338.236	0.967099	
513.0	340.614	0.845102	
#514.0	344.602	0.899856	
515.0	26.6239	0.954719	
516.0	27.5685	0.950554	
517.0	28.903	0.978026	
518.0	28.9959	0.988695	
519.0	35.6894	1.03306	
520.0	38.9071	1.03169	
521.0	40.0789	1.03934	
522.0	327.328	-1.00717	
523.0	333.043	-0.912847	
524.0	334.909	-0.872035	
525.0	335.968	-0.871473	
526.0	37.1777	-0.849256	
527.0	37.5807	-0.864171	
528.0	38.5749	-0.988562	
529.0	16.2942	0.895419	
#530.0	18.6029	0.870634	
#531.0	22.7758	1.01153	
532.0	26.168	0.870101	
533.0	321.872	-0.944912	
534.0	350.353	-0.985689	
535.0	15.328	-0.851453	
536.0	33.2231	-0.90849	
537.0	1.39956	-0.92232	
538.0	1.85459	-0.862896	
539.0	3.28677	-1.00032	
540.0	3.97111	-0.953003	
#541.0	6.12337	-0.930428	
542.0	6.02825	-1.01075	
543.0	12.2287	-0.846739	
544.0	46.7171	-0.896526	
545.0	46.8468	-0.983504	
546.0	50.1606	-1.03501	
547.0	51.2668	-1.01157	
548.0	351.663	-0.594005	
549.0	354.393	-0.503834	
550.0	354.465	-0.474513	
#551.0	354.147	-0.93717	
552.0	358.877	-0.907933	
553.0	13.4494	-0.923952	
554.0	13.9299	-1.03371	
555.0	14.1856	-0.87482	
556.0	16.0169	-0.994203	
557.0	20.4992	-1.04009	
558.0	22.1725	-0.888521	
559.0	25.8543	-0.88321	
560.0	314.538	-0.449683	
561.0	321.752	-0.606912	
562.0	2.19942	-0.625086	
563.0	2.46992	-0.446571	
564.0	8.45776	-0.439649	
565.0	14.4174	-0.591284	
566.0	15.0409	-0.479053	
567.0	16.1613	-0.447675	
568.0	20.1751	-0.60495	
569.0	39.4078	-0.905754	
#570.0	40.4864	-1.03055	
571.0	324.752	-0.514362	
572.0	340.671	-0.422681	
573.0	7.40474	-0.471769	
574.0	16.6353	-0.50328	
575.0	17.3653	-0.580181	
576.0	18.643	-0.484312	
577.0	18.7028	-0.496121	
578.0	24.0302	-0.42051	
579.0	323.762	-0.170828	
580.0	0.992137	-0.0456383	
581.0	2.33982	-0.0703644	
582.0	3.14043	-0.0484621	
583.0	3.93807	-0.0999473	
584.0	339.656	-0.528138	
585.0	343.357	-0.571028	
586.0	343.661	-0.586056	
587.0	346.647	-0.421577	
588.0	24.9012	-0.446526	
589.0	26.6602	-0.424268	
590.0	26.7979	-0.608867	
591.0	313.425	-0.160857	
592.0	313.639	-0.119197	
593.0	314.868	-0.142788	
594.0	13.9926	-0.13264	
595.0	14.3029	-0.114697	
596.0	17.8579	-0.0745653	
597.0	18.2582	-0.114667	
598.0	18.6929	-0.0010931	
599.0	19.6436	-0.160355	
#600.0	57.2483	-0.116872	
#601.0	309.566	0.335965	
#602.0	2.10783	-0.608671	
603.0	38.0828	-0.549026	
604.0	41.5375	-0.594243	
605.0	336.874	-0.0705636	
606.0	340.765	-0.14357	
607.0	23.2736	-0.0624846	
608.0	24.398	-0.135214	
609.0	24.8824	-0.0313056	
610.0	26.788	-0.0371065	
611.0	27.4959	-0.0907043	
#612.0	29.0119	-0.19755	
613.0	313.293	0.232445	
614.0	313.358	0.285813	
615.0	314.346	0.305583	
616.0	316.005	0.396131	
617.0	317.413	0.245678	
618.0	320.551	0.242518	
619.0	321.446	0.336308	
620.0	321.474	0.416048	
621.0	8.01019	0.296889	
622.0	8.59571	0.27588	
623.0	9.56105	0.21041	
624.0	20.2074	-0.475167	
625.0	20.2605	-0.619925	
626.0	47.1817	-0.526212	
627.0	48.6099	-0.508678	
628.0	50.0524	-0.540664	
629.0	50.8577	-0.571948	
630.0	51.3619	-0.426708	
631.0	51.5257	-0.615744	
632.0	347.883	-0.178582	
633.0	348.447	-0.135929	
634.0	350.533	-0.0539274	
635.0	354.59	-0.143652	
636.0	355.493	-0.0501143	
637.0	355.957	-0.0252318	
638.0	32.3201	-0.0158512	
639.0	33.9987	-0.0725141	
640.0	37.8279	-0.166006	
641.0	331.986	0.370157	
642.0	335.385	0.279269	
643.0	337.555	0.228416	
644.0	338.349	0.318757	
645.0	14.0174	0.261008	
646.0	16.4591	0.242281	
647.0	16.5289	0.340337	
648.0	17.8716	0.344661	
649.0	18.443	0.305734	
650.0	18.4811	0.411947	
651.0	18.4882	0.371439	
652.0	18.785	0.303634	
653.0	18.7866	0.265814	
654.0	6.26362	-0.149953	
655.0	7.23749	-0.0897703	
656.0	7.33482	-0.174719	
657.0	7.33582	-0.0915564	
658.0	8.92135	-0.203796	
659.0	39.6055	-0.188419	
660.0	41.8066	-0.0722848	
661.0	42.1984	-0.109179	
662.0	43.9454	-0.104158	
663.0	46.17	-0.120139	
664.0	50.9588	-0.206922	
665.0	339.768	0.336788	
666.0	347.202	0.245867	
667.0	24.0339	0.347192	
668.0	24.6943	0.233344	
669.0	27.5329	0.220387	
670.0	32.1747	0.407386	
671.0	33.1939	0.21383	
672.0	330.763	0.743323	
673.0	337.223	0.770506	
674.0	13.9404	0.708404	
675.0	18.1867	0.65977	
676.0	18.9904	0.693321	
677.0	19.1486	0.758796	
678.0	20.2032	0.669703	
679.0	21.3679	0.736608	
680.0	58.3949	0.814033	
681.0	311.786	1.11286	
682.0	11.2831	0.354472	
#683.0	11.8542	0.337189	
684.0	45.7283	0.335083	
685.0	47.7875	0.235203	
686.0	53.3101	0.41038	
687.0	351.053	0.687201	
688.0	357.557	0.727216	
689.0	359.613	0.760198	
690.0	359.995	0.70176	
691.0	38.7121	0.673867	
692.0	39.5476	0.744482	
693.0	41.1849	0.784938	
694.0	43.5177	0.676459	
695.0	339.46	1.08649	
696.0	340.736	1.08782	
697.0	341.578	1.1063	
698.0	342.652	1.21978	
#699.0	342.916	1.16763	
700.0	343.508	1.1105	
701.0	343.812	1.2119	
702.0	346.108	1.0558	
703.0	359.007	0.358099	
704.0	35.6238	0.382678	
705.0	42.7314	0.366896	
706.0	43.035	0.34923	
#707.0	43.1921	0.258101	
708.0	338.084	0.82662	
#709.0	325.761	1.24273	
710.0	332.48	1.20723	
711.0	337.696	1.16338	
712.0	18.8376	0.34297	
713.0	18.9498	0.241043	
714.0	316.401	0.789036	
715.0	2.05462	0.791848	
716.0	8.93907	0.697274	
717.0	10.9661	0.801979	
718.0	45.6487	0.717477	
719.0	52.9308	0.822536	
#720.0	53.1476	0.754382	
721.0	55.7188	0.753342	
722.0	1.87623	1.16769	
723.0	2.0011	1.06619	
724.0	6.15511	1.05533	
725.0	47.8192	1.19009	
726.0	52.0784	1.20824	
727.0	53.5346	1.14822	
728.0	54.1178	1.12901	
729.0	353.221	1.1994	
730.0	30.6946	1.24143	
731.0	31.3397	1.06929	
732.0	38.1726	1.15225	
733.0	38.8608	1.07454	
734.0	39.16	1.1529	
735.0	318.0	1.09662	
736.0	320.508	1.16148	
737.0	322.807	1.07923	
738.0	8.92856	1.21714	
739.0	12.1081	1.24886	
740.0	15.7419	1.12193	
741.0	18.7605	1.20742	
742.0	56.7924	1.07772	
#743.0	57.7231	1.14445	
744.0	20.2935	1.16252	
745.0	20.863	1.24153	
746.0	24.8861	1.05451	
